rule,paragraph,directive
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.2 Compulsory Motor Vehicle Liability Security 7 Duty of Officers to Occupants of Seized Vehicles
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.2 Compulsory Motor Vehicle Liability Security 8-9 Duty of Officers to Occupants of Seized Vehicles
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,61.2 Compulsory Motor Vehicle Liability Security 10-11 Personal Property
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 1-7 General Provisions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 8-10 Officer Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 11-13 Documentation of Custody for Transport
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 14 Transferring Custody of an NOPD Prisoner to and Outside Agency
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 15 Documentation of Custody - Juveniles
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 16 Identification of Prisoners to be Transported
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 17-19 Escape/Suicide Potential -Other Important Traits
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 20 Disposition of Documentation Received from Detention Facilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 21 Use of Force
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 22-25 CEW
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 26-31 Guard Details
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 32 Guard Detail- Supervisor's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 33 Guard Detail- Prisoner Release/Transfer
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 34-47 Transportation by Aircraft
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 48-49 Fugitive Arrests from Surrounding Parishes
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 50 Fugitive Arrests from Other Jurisdictions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 51 Exception to Handcuffing of All Prisoners
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 52-55 Safety Barriers
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 56 Unusual Situations/Special Events or Operations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,71.1 Prisoner Transportation and Guarding 67 Vans/Buses
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 1-8 Subpoenas
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 9 Service of Subpoena or Delivery of Court Notices
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 10-25 Subpoena Processing Received by Court Notify
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 26-31 Subpoena Processing Not Received by Court Notify
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 32 Valid Subpoenas
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 33-54 Acceptance of Subpoenas
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 55-57 Juvenile Court Detention Hearing
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 58-59 Administrative Subpoenas
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 60-65 Exceptions and Refusal of Subpoenas
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 66-69 Off-Duty Related Subpoenas
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 70-73 Failure to Appear
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 74-75 Civil Subpoenas Not Involving a Government Party
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 76 Procedure 
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 77 Courtroom Protocol
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 78 Preparation for Testimony
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 79-80 Courtroom Attire
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 81 Courtroom Decorum
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 82-85 Testifying Against the Interest of the State
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3 Court Appearance and Subpoenas 86-104 Compensation for Court Appearance
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3.1 Failure to Appear- Summons in Lieu of Physical Arrest 1-7 Policy
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3.1 Failure to Appear- Summons in Lieu of Physical Arrest 8 Traffic Court Policy
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3.1 Failure to Appear- Summons in Lieu of Physical Arrest 9-11 Municipal Court Policy
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,74.3.1 Failure to Appear- Summons in Lieu of Physical Arrest 12 Records and Identification Section
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.1 Communications Operations 1-2 Policy
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.1 Communications Operations 3-4 Communication Operations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.1 Communications Operations 5-8 Communications Log
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.1 Communications Operations 9-15 Radio Communications
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.1 Communications Operations 16 Prohibited Acts
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.1 Communications Operations 17 Plain Talk During Declared Emergencies
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.1 Communications Operations 18-25 Emergency Radio Transmissions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.1 Communications Operations 26-30 Interoperability Patches
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.1 Communications Operations 31-32 Special Events/Emergency Events
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.3 Police Radios 1 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.3 Police Radios 2 Responsibilities for Correct and Timely Issuing
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.3 Police Radios 3-4 Electronic Section Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.3 Police Radios 5-8 Lost/Stolen Radios
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.3 Police Radios 9 Damaged Radios/Radios in Need of Repair
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.3 Police Radios 10-11 Security of Radios/Radio Equipment in Vehicles
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.3 Police Radios 12 Modifications to Radio
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.13 Major Incident Notification 1 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.13 Major Incident Notification 2 Criteria for Notification of Major Incidents
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.13 Major Incident Notification 3-5 District Supervisor Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.13 Major Incident Notification 6-10 Communication Services Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.13 Major Incident Notification 11 Public Information Office
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 1-4 Mobile Digital Computer (MDC) Use
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 5-6 Use While Driving 
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 7 Non-Functioning MDC Considerations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 8 Bomb Calls
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 9-10 Automatic  Vehicle Locator (AVL) Use
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 11-13 MDC Access Capabilities
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 14-15 Computer Aided Dispatch
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 16 Electronic Text Message
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 17 Installation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 18-19 Inventory/Assignment
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 20-23 Care of Equipment
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 24-25 Training and Acknowledgment Form
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 26-31 Security of Records and User Passwords
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 32-37 Inspection Upon Entering Vehicle
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 38-41 Unauthorized Software
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 42 Unauthorized Hardware
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 43-47 Collisions and Vehicle Maintenance
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 48-51 Officer Out of Vehicle
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 52-54 Maintenance
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.4 Mobile Digital Computer and Automatic Vehicle Locator Use 55 Confirmation of Wants and Warrants with N.C.I.C.
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.7 Police Complaint Signals and Dispositions 1-2 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.7 Police Complaint Signals and Dispositions 3-4 Complaint Signals
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.7 Police Complaint Signals and Dispositions 5-8 Signal Dispositions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.7 Police Complaint Signals and Dispositions  Appendix A - Police Complaint Calls/Signals
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.7 Police Complaint Signals and Dispositions  Appendix B - Computer Aided Dispatch Dispositions/ Plan Text Verbiage
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,81.8 M.O.T.I.O.N. Computer Inquiries 1-4 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 1-3 General 
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 4-9 Report Preparation
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 10-11 Required Reporting 
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 12-14 Criminal Activity Reporting
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 15 Non-Criminal Activity
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 16 Death Reports
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 17 Injury or Damage by City Personnel
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 18 Miscellaneous Injuries 
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 19 Report Corrections
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 20 Report Changes or Alterations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 21-22 Electronic Signatures
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 23-25 Uniform Crime Reporting (UCR)
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 26-28 Crash Reports
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 29-33 Incident Report Instructions
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 34-38 Authorized Delay in Completing Reports
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 39-44 Processing Incident/Supplemental Reports - Paper Reports
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 45-46 Processing Incident/Supplemental Reports - EPR System
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 47-48 Authorized Delay for Traffic Crash Reports
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 49 Processing of Traffic Crash Reports - Paper Reports
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 50 Processing Traffic Crash Reports - EPR System
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 51 Processing Traffic Fatality Investigations
Rule 4: Performance of Duty,PARAGRAPH 04(a) - Neglect of Duty - General,82.1 Report Preparation 52 Delinquent Reports
